station_dt_key|date|station|PRCP|SNOW|SNWD|AWND|TMAX|TMIN|month|TDIFF|elevation|mindate|maxdate|latitude|name|datacoverage|id|elevationUnit|longitude|state|location_type|location
GHCND:USC00441209_2020-04-09|2020-04-09|GHCND:USC00441209|0.68|0.0|0.0|0.0|67.0|44.0|04|23.0|935.1|1896-03-01|2020-07-06|37.0908|BURKES GARDEN, VA US|1.0|GHCND:USC00441209|METERS|-81.33639|Virginia|GHCND|USC00441209
GHCND:USC00441209_2020-04-10|2020-04-10|GHCND:USC00441209|0.12|0.5|1.0|0.0|56.0|27.0|04|29.0|935.1|1896-03-01|2020-07-06|37.0908|BURKES GARDEN, VA US|1.0|GHCND:USC00441209|METERS|-81.33639|Virginia|GHCND|USC00441209
GHCND:USC00441209_2020-04-11|2020-04-11|GHCND:USC00441209|0.0|0.0|0.0|0.0|42.0|26.0|04|16.0|935.1|1896-03-01|2020-07-06|37.0908|BURKES GARDEN, VA US|1.0|GHCND:USC00441209|METERS|-81.33639|Virginia|GHCND|USC00441209
GHCND:USC00441209_2020-04-12|2020-04-12|GHCND:USC00441209|0.0|0.0|0.0|0.0|56.0|37.0|04|19.0|935.1|1896-03-01|2020-07-06|37.0908|BURKES GARDEN, VA US|1.0|GHCND:USC00441209|METERS|-81.33639|Virginia|GHCND|USC00441209
GHCND:USC00441209_2020-04-13|2020-04-13|GHCND:USC00441209|2.95|0.0|0.0|0.0|59.0|44.0|04|15.0|935.1|1896-03-01|2020-07-06|37.0908|BURKES GARDEN, VA US|1.0|GHCND:USC00441209|METERS|-81.33639|Virginia|GHCND|USC00441209
GHCND:USC00441209_2020-04-14|2020-04-14|GHCND:USC00441209|0.05|0.0|0.0|0.0|62.0|34.0|04|28.0|935.1|1896-03-01|2020-07-06|37.0908|BURKES GARDEN, VA US|1.0|GHCND:USC00441209|METERS|-81.33639|Virginia|GHCND|USC00441209
GHCND:USC00441209_2020-04-15|2020-04-15|GHCND:USC00441209|0.02|0.0|0.0|0.0|49.0|27.0|04|22.0|935.1|1896-03-01|2020-07-06|37.0908|BURKES GARDEN, VA US|1.0|GHCND:USC00441209|METERS|-81.33639|Virginia|GHCND|USC00441209
GHCND:USC00441209_2020-04-16|2020-04-16|GHCND:USC00441209|0.0|0.0|0.0|0.0|50.0|27.0|04|23.0|935.1|1896-03-01|2020-07-06|37.0908|BURKES GARDEN, VA US|1.0|GHCND:USC00441209|METERS|-81.33639|Virginia|GHCND|USC00441209
GHCND:USC00441209_2020-04-17|2020-04-17|GHCND:USC00441209|0.0|0.0|0.0|0.0|34.0|24.0|04|10.0|935.1|1896-03-01|2020-07-06|37.0908|BURKES GARDEN, VA US|1.0|GHCND:USC00441209|METERS|-81.33639|Virginia|GHCND|USC00441209
GHCND:USC00441209_2020-04-18|2020-04-18|GHCND:USC00441209|0.44|0.0|0.0|0.0|64.0|24.0|04|40.0|935.1|1896-03-01|2020-07-06|37.0908|BURKES GARDEN, VA US|1.0|GHCND:USC00441209|METERS|-81.33639|Virginia|GHCND|USC00441209
GHCND:USC00441209_2020-04-19|2020-04-19|GHCND:USC00441209|0.0|0.0|0.0|0.0|42.0|26.0|04|16.0|935.1|1896-03-01|2020-07-06|37.0908|BURKES GARDEN, VA US|1.0|GHCND:USC00441209|METERS|-81.33639|Virginia|GHCND|USC00441209
GHCND:USC00441209_2020-04-20|2020-04-20|GHCND:USC00441209|0.22|0.0|0.0|0.0|64.0|31.0|04|33.0|935.1|1896-03-01|2020-07-06|37.0908|BURKES GARDEN, VA US|1.0|GHCND:USC00441209|METERS|-81.33639|Virginia|GHCND|USC00441209
GHCND:USC00441209_2020-04-21|2020-04-21|GHCND:USC00441209|0.03|0.0|0.0|0.0|58.0|41.0|04|17.0|935.1|1896-03-01|2020-07-06|37.0908|BURKES GARDEN, VA US|1.0|GHCND:USC00441209|METERS|-81.33639|Virginia|GHCND|USC00441209
GHCND:USC00441209_2020-04-22|2020-04-22|GHCND:USC00441209|0.0|0.0|0.0|0.0|59.0|36.0|04|23.0|935.1|1896-03-01|2020-07-06|37.0908|BURKES GARDEN, VA US|1.0|GHCND:USC00441209|METERS|-81.33639|Virginia|GHCND|USC00441209
GHCND:USC00441209_2020-04-23|2020-04-23|GHCND:USC00441209|0.04|0.0|0.0|0.0|60.0|35.0|04|25.0|935.1|1896-03-01|2020-07-06|37.0908|BURKES GARDEN, VA US|1.0|GHCND:USC00441209|METERS|-81.33639|Virginia|GHCND|USC00441209
GHCND:USC00441209_2020-04-24|2020-04-24|GHCND:USC00441209|0.5|0.0|0.0|0.0|56.0|46.0|04|10.0|935.1|1896-03-01|2020-07-06|37.0908|BURKES GARDEN, VA US|1.0|GHCND:USC00441209|METERS|-81.33639|Virginia|GHCND|USC00441209
GHCND:USC00441209_2020-04-25|2020-04-25|GHCND:USC00441209|0.15|0.0|0.0|0.0|58.0|33.0|04|25.0|935.1|1896-03-01|2020-07-06|37.0908|BURKES GARDEN, VA US|1.0|GHCND:USC00441209|METERS|-81.33639|Virginia|GHCND|USC00441209
GHCND:USC00441209_2020-04-26|2020-04-26|GHCND:USC00441209|0.84|0.0|0.0|0.0|53.0|40.0|04|13.0|935.1|1896-03-01|2020-07-06|37.0908|BURKES GARDEN, VA US|1.0|GHCND:USC00441209|METERS|-81.33639|Virginia|GHCND|USC00441209
GHCND:USC00441209_2020-04-27|2020-04-27|GHCND:USC00441209|0.27|0.0|0.0|0.0|49.0|37.0|04|12.0|935.1|1896-03-01|2020-07-06|37.0908|BURKES GARDEN, VA US|1.0|GHCND:USC00441209|METERS|-81.33639|Virginia|GHCND|USC00441209
GHCND:USC00441209_2020-04-28|2020-04-28|GHCND:USC00441209|0.0|0.0|0.0|0.0|55.0|31.0|04|24.0|935.1|1896-03-01|2020-07-06|37.0908|BURKES GARDEN, VA US|1.0|GHCND:USC00441209|METERS|-81.33639|Virginia|GHCND|USC00441209
GHCND:USC00441209_2020-04-29|2020-04-29|GHCND:USC00441209|0.0|0.0|0.0|0.0|62.0|45.0|04|17.0|935.1|1896-03-01|2020-07-06|37.0908|BURKES GARDEN, VA US|1.0|GHCND:USC00441209|METERS|-81.33639|Virginia|GHCND|USC00441209
GHCND:USC00441209_2020-04-30|2020-04-30|GHCND:USC00441209|1.32|0.0|0.0|0.0|69.0|44.0|04|25.0|935.1|1896-03-01|2020-07-06|37.0908|BURKES GARDEN, VA US|1.0|GHCND:USC00441209|METERS|-81.33639|Virginia|GHCND|USC00441209
GHCND:USC00441209_2020-05-01|2020-05-01|GHCND:USC00441209|0.11|0.0|0.0|0.0|51.0|39.0|05|12.0|935.1|1896-03-01|2020-07-06|37.0908|BURKES GARDEN, VA US|1.0|GHCND:USC00441209|METERS|-81.33639|Virginia|GHCND|USC00441209
GHCND:USC00441209_2020-05-02|2020-05-02|GHCND:USC00441209|0.0|0.0|0.0|0.0|51.0|32.0|05|19.0|935.1|1896-03-01|2020-07-06|37.0908|BURKES GARDEN, VA US|1.0|GHCND:USC00441209|METERS|-81.33639|Virginia|GHCND|USC00441209
GHCND:USC00441209_2020-05-03|2020-05-03|GHCND:USC00441209|0.0|0.0|0.0|0.0|71.0|51.0|05|20.0|935.1|1896-03-01|2020-07-06|37.0908|BURKES GARDEN, VA US|1.0|GHCND:USC00441209|METERS|-81.33639|Virginia|GHCND|USC00441209
GHCND:USC00441209_2020-05-04|2020-05-04|GHCND:USC00441209|0.15|0.0|0.0|0.0|74.0|49.0|05|25.0|935.1|1896-03-01|2020-07-06|37.0908|BURKES GARDEN, VA US|1.0|GHCND:USC00441209|METERS|-81.33639|Virginia|GHCND|USC00441209
GHCND:USC00441209_2020-05-05|2020-05-05|GHCND:USC00441209|0.0|0.0|0.0|0.0|67.0|46.0|05|21.0|935.1|1896-03-01|2020-07-06|37.0908|BURKES GARDEN, VA US|1.0|GHCND:USC00441209|METERS|-81.33639|Virginia|GHCND|USC00441209
GHCND:USC00441209_2020-05-06|2020-05-06|GHCND:USC00441209|0.88|0.0|0.0|0.0|61.0|44.0|05|17.0|935.1|1896-03-01|2020-07-06|37.0908|BURKES GARDEN, VA US|1.0|GHCND:USC00441209|METERS|-81.33639|Virginia|GHCND|USC00441209
GHCND:USC00441209_2020-05-07|2020-05-07|GHCND:USC00441209|0.09|0.0|0.0|0.0|45.0|34.0|05|11.0|935.1|1896-03-01|2020-07-06|37.0908|BURKES GARDEN, VA US|1.0|GHCND:USC00441209|METERS|-81.33639|Virginia|GHCND|USC00441209
GHCND:USC00441209_2020-05-08|2020-05-08|GHCND:USC00441209|0.0|0.0|0.0|0.0|56.0|35.0|05|21.0|935.1|1896-03-01|2020-07-06|37.0908|BURKES GARDEN, VA US|1.0|GHCND:USC00441209|METERS|-81.33639|Virginia|GHCND|USC00441209
GHCND:USC00441209_2020-05-09|2020-05-09|GHCND:USC00441209|0.84|0.0|0.0|0.0|49.0|29.0|05|20.0|935.1|1896-03-01|2020-07-06|37.0908|BURKES GARDEN, VA US|1.0|GHCND:USC00441209|METERS|-81.33639|Virginia|GHCND|USC00441209
GHCND:USC00441209_2020-05-10|2020-05-10|GHCND:USC00441209|0.0|0.0|0.0|0.0|46.0|23.0|05|23.0|935.1|1896-03-01|2020-07-06|37.0908|BURKES GARDEN, VA US|1.0|GHCND:USC00441209|METERS|-81.33639|Virginia|GHCND|USC00441209
GHCND:USC00441209_2020-05-11|2020-05-11|GHCND:USC00441209|0.04|0.0|0.0|0.0|60.0|23.0|05|37.0|935.1|1896-03-01|2020-07-06|37.0908|BURKES GARDEN, VA US|1.0|GHCND:USC00441209|METERS|-81.33639|Virginia|GHCND|USC00441209
GHCND:USC00441209_2020-05-12|2020-05-12|GHCND:USC00441209|0.0|0.0|0.0|0.0|44.0|32.0|05|12.0|935.1|1896-03-01|2020-07-06|37.0908|BURKES GARDEN, VA US|1.0|GHCND:USC00441209|METERS|-81.33639|Virginia|GHCND|USC00441209
GHCND:USC00441209_2020-05-13|2020-05-13|GHCND:USC00441209|0.0|0.0|0.0|0.0|54.0|31.0|05|23.0|935.1|1896-03-01|2020-07-06|37.0908|BURKES GARDEN, VA US|1.0|GHCND:USC00441209|METERS|-81.33639|Virginia|GHCND|USC00441209
GHCND:USC00441209_2020-05-14|2020-05-14|GHCND:USC00441209|0.03|0.0|0.0|0.0|52.0|36.0|05|16.0|935.1|1896-03-01|2020-07-06|37.0908|BURKES GARDEN, VA US|1.0|GHCND:USC00441209|METERS|-81.33639|Virginia|GHCND|USC00441209
GHCND:USC00441209_2020-05-15|2020-05-15|GHCND:USC00441209|0.0|0.0|0.0|0.0|73.0|49.0|05|24.0|935.1|1896-03-01|2020-07-06|37.0908|BURKES GARDEN, VA US|1.0|GHCND:USC00441209|METERS|-81.33639|Virginia|GHCND|USC00441209
GHCND:USC00441209_2020-05-16|2020-05-16|GHCND:USC00441209|0.0|0.0|0.0|0.0|76.0|44.0|05|32.0|935.1|1896-03-01|2020-07-06|37.0908|BURKES GARDEN, VA US|1.0|GHCND:USC00441209|METERS|-81.33639|Virginia|GHCND|USC00441209
GHCND:USC00441209_2020-05-17|2020-05-17|GHCND:USC00441209|0.0|0.0|0.0|0.0|77.0|51.0|05|26.0|935.1|1896-03-01|2020-07-06|37.0908|BURKES GARDEN, VA US|1.0|GHCND:USC00441209|METERS|-81.33639|Virginia|GHCND|USC00441209
GHCND:USC00441209_2020-05-18|2020-05-18|GHCND:USC00441209|0.0|0.0|0.0|0.0|75.0|60.0|05|15.0|935.1|1896-03-01|2020-07-06|37.0908|BURKES GARDEN, VA US|1.0|GHCND:USC00441209|METERS|-81.33639|Virginia|GHCND|USC00441209
GHCND:USC00441209_2020-05-19|2020-05-19|GHCND:USC00441209|0.22|0.0|0.0|0.0|72.0|53.0|05|19.0|935.1|1896-03-01|2020-07-06|37.0908|BURKES GARDEN, VA US|1.0|GHCND:USC00441209|METERS|-81.33639|Virginia|GHCND|USC00441209
GHCND:USC00441209_2020-05-20|2020-05-20|GHCND:USC00441209|0.79|0.0|0.0|0.0|54.0|41.0|05|13.0|935.1|1896-03-01|2020-07-06|37.0908|BURKES GARDEN, VA US|1.0|GHCND:USC00441209|METERS|-81.33639|Virginia|GHCND|USC00441209
GHCND:USC00441209_2020-05-21|2020-05-21|GHCND:USC00441209|1.17|0.0|0.0|0.0|49.0|41.0|05|8.0|935.1|1896-03-01|2020-07-06|37.0908|BURKES GARDEN, VA US|1.0|GHCND:USC00441209|METERS|-81.33639|Virginia|GHCND|USC00441209
GHCND:USC00441209_2020-05-22|2020-05-22|GHCND:USC00441209|0.27|0.0|0.0|0.0|54.0|47.0|05|7.0|935.1|1896-03-01|2020-07-06|37.0908|BURKES GARDEN, VA US|1.0|GHCND:USC00441209|METERS|-81.33639|Virginia|GHCND|USC00441209
GHCND:USC00441209_2020-05-23|2020-05-23|GHCND:USC00441209|0.25|0.0|0.0|0.0|68.0|47.0|05|21.0|935.1|1896-03-01|2020-07-06|37.0908|BURKES GARDEN, VA US|1.0|GHCND:USC00441209|METERS|-81.33639|Virginia|GHCND|USC00441209
GHCND:USC00441209_2020-05-24|2020-05-24|GHCND:USC00441209|0.04|0.0|0.0|0.0|75.0|51.0|05|24.0|935.1|1896-03-01|2020-07-06|37.0908|BURKES GARDEN, VA US|1.0|GHCND:USC00441209|METERS|-81.33639|Virginia|GHCND|USC00441209
GHCND:USC00441209_2020-05-25|2020-05-25|GHCND:USC00441209|0.39|0.0|0.0|0.0|81.0|56.0|05|25.0|935.1|1896-03-01|2020-07-06|37.0908|BURKES GARDEN, VA US|1.0|GHCND:USC00441209|METERS|-81.33639|Virginia|GHCND|USC00441209
GHCND:USC00441209_2020-05-26|2020-05-26|GHCND:USC00441209|0.0|0.0|0.0|0.0|77.0|57.0|05|20.0|935.1|1896-03-01|2020-07-06|37.0908|BURKES GARDEN, VA US|1.0|GHCND:USC00441209|METERS|-81.33639|Virginia|GHCND|USC00441209
GHCND:USC00441209_2020-05-27|2020-05-27|GHCND:USC00441209|0.0|0.0|0.0|0.0|70.0|59.0|05|11.0|935.1|1896-03-01|2020-07-06|37.0908|BURKES GARDEN, VA US|1.0|GHCND:USC00441209|METERS|-81.33639|Virginia|GHCND|USC00441209
GHCND:USC00441209_2020-05-28|2020-05-28|GHCND:USC00441209|2.02|0.0|0.0|0.0|67.0|58.0|05|9.0|935.1|1896-03-01|2020-07-06|37.0908|BURKES GARDEN, VA US|1.0|GHCND:USC00441209|METERS|-81.33639|Virginia|GHCND|USC00441209
GHCND:USC00441209_2020-05-29|2020-05-29|GHCND:USC00441209|0.02|0.0|0.0|0.0|76.0|57.0|05|19.0|935.1|1896-03-01|2020-07-06|37.0908|BURKES GARDEN, VA US|1.0|GHCND:USC00441209|METERS|-81.33639|Virginia|GHCND|USC00441209
GHCND:USC00441209_2020-05-30|2020-05-30|GHCND:USC00441209|0.02|0.0|0.0|0.0|76.0|58.0|05|18.0|935.1|1896-03-01|2020-07-06|37.0908|BURKES GARDEN, VA US|1.0|GHCND:USC00441209|METERS|-81.33639|Virginia|GHCND|USC00441209
GHCND:USC00441209_2020-05-31|2020-05-31|GHCND:USC00441209|0.0|0.0|0.0|0.0|73.0|48.0|05|25.0|935.1|1896-03-01|2020-07-06|37.0908|BURKES GARDEN, VA US|1.0|GHCND:USC00441209|METERS|-81.33639|Virginia|GHCND|USC00441209
GHCND:USC00441209_2020-06-01|2020-06-01|GHCND:USC00441209|0.0|0.0|0.0|0.0|68.0|35.0|06|33.0|935.1|1896-03-01|2020-07-06|37.0908|BURKES GARDEN, VA US|1.0|GHCND:USC00441209|METERS|-81.33639|Virginia|GHCND|USC00441209
GHCND:USC00441209_2020-06-02|2020-06-02|GHCND:USC00441209|0.0|0.0|0.0|0.0|71.0|35.0|06|36.0|935.1|1896-03-01|2020-07-06|37.0908|BURKES GARDEN, VA US|1.0|GHCND:USC00441209|METERS|-81.33639|Virginia|GHCND|USC00441209
GHCND:USC00441209_2020-06-03|2020-06-03|GHCND:USC00441209|0.0|0.0|0.0|0.0|77.0|61.0|06|16.0|935.1|1896-03-01|2020-07-06|37.0908|BURKES GARDEN, VA US|1.0|GHCND:USC00441209|METERS|-81.33639|Virginia|GHCND|USC00441209
GHCND:USC00441209_2020-06-04|2020-06-04|GHCND:USC00441209|0.0|0.0|0.0|0.0|80.0|58.0|06|22.0|935.1|1896-03-01|2020-07-06|37.0908|BURKES GARDEN, VA US|1.0|GHCND:USC00441209|METERS|-81.33639|Virginia|GHCND|USC00441209
GHCND:USC00441209_2020-06-05|2020-06-05|GHCND:USC00441209|0.22|0.0|0.0|0.0|81.0|56.0|06|25.0|935.1|1896-03-01|2020-07-06|37.0908|BURKES GARDEN, VA US|1.0|GHCND:USC00441209|METERS|-81.33639|Virginia|GHCND|USC00441209
GHCND:USC00441209_2020-06-06|2020-06-06|GHCND:USC00441209|0.25|0.0|0.0|0.0|73.0|56.0|06|17.0|935.1|1896-03-01|2020-07-06|37.0908|BURKES GARDEN, VA US|1.0|GHCND:USC00441209|METERS|-81.33639|Virginia|GHCND|USC00441209
GHCND:USC00441209_2020-06-07|2020-06-07|GHCND:USC00441209|0.0|0.0|0.0|0.0|79.0|62.0|06|17.0|935.1|1896-03-01|2020-07-06|37.0908|BURKES GARDEN, VA US|1.0|GHCND:USC00441209|METERS|-81.33639|Virginia|GHCND|USC00441209
GHCND:USC00441209_2020-06-08|2020-06-08|GHCND:USC00441209|0.0|0.0|0.0|0.0|79.0|46.0|06|33.0|935.1|1896-03-01|2020-07-06|37.0908|BURKES GARDEN, VA US|1.0|GHCND:USC00441209|METERS|-81.33639|Virginia|GHCND|USC00441209
GHCND:USC00441209_2020-06-09|2020-06-09|GHCND:USC00441209|0.0|0.0|0.0|0.0|82.0|62.0|06|20.0|935.1|1896-03-01|2020-07-06|37.0908|BURKES GARDEN, VA US|1.0|GHCND:USC00441209|METERS|-81.33639|Virginia|GHCND|USC00441209
GHCND:USC00441209_2020-06-10|2020-06-10|GHCND:USC00441209|0.03|0.0|0.0|0.0|80.0|62.0|06|18.0|935.1|1896-03-01|2020-07-06|37.0908|BURKES GARDEN, VA US|1.0|GHCND:USC00441209|METERS|-81.33639|Virginia|GHCND|USC00441209
GHCND:USC00441209_2020-06-11|2020-06-11|GHCND:USC00441209|0.16|0.0|0.0|0.0|78.0|60.0|06|18.0|935.1|1896-03-01|2020-07-06|37.0908|BURKES GARDEN, VA US|1.0|GHCND:USC00441209|METERS|-81.33639|Virginia|GHCND|USC00441209
GHCND:USC00441209_2020-06-12|2020-06-12|GHCND:USC00441209|0.0|0.0|0.0|0.0|72.0|46.0|06|26.0|935.1|1896-03-01|2020-07-06|37.0908|BURKES GARDEN, VA US|1.0|GHCND:USC00441209|METERS|-81.33639|Virginia|GHCND|USC00441209
GHCND:USC00441209_2020-06-13|2020-06-13|GHCND:USC00441209|0.0|0.0|0.0|0.0|75.0|42.0|06|33.0|935.1|1896-03-01|2020-07-06|37.0908|BURKES GARDEN, VA US|1.0|GHCND:USC00441209|METERS|-81.33639|Virginia|GHCND|USC00441209
GHCND:USC00441209_2020-06-14|2020-06-14|GHCND:USC00441209|0.0|0.0|0.0|0.0|75.0|42.0|06|33.0|935.1|1896-03-01|2020-07-06|37.0908|BURKES GARDEN, VA US|1.0|GHCND:USC00441209|METERS|-81.33639|Virginia|GHCND|USC00441209
GHCND:USC00441209_2020-06-15|2020-06-15|GHCND:USC00441209|0.48|0.0|0.0|0.0|68.0|51.0|06|17.0|935.1|1896-03-01|2020-07-06|37.0908|BURKES GARDEN, VA US|1.0|GHCND:USC00441209|METERS|-81.33639|Virginia|GHCND|USC00441209
GHCND:USC00441209_2020-06-16|2020-06-16|GHCND:USC00441209|0.03|0.0|0.0|0.0|57.0|50.0|06|7.0|935.1|1896-03-01|2020-07-06|37.0908|BURKES GARDEN, VA US|1.0|GHCND:USC00441209|METERS|-81.33639|Virginia|GHCND|USC00441209
GHCND:USC00441209_2020-06-17|2020-06-17|GHCND:USC00441209|0.37|0.0|0.0|0.0|57.0|51.0|06|6.0|935.1|1896-03-01|2020-07-06|37.0908|BURKES GARDEN, VA US|1.0|GHCND:USC00441209|METERS|-81.33639|Virginia|GHCND|USC00441209
GHCND:USC00441209_2020-06-18|2020-06-18|GHCND:USC00441209|0.8|0.0|0.0|0.0|61.0|52.0|06|9.0|935.1|1896-03-01|2020-07-06|37.0908|BURKES GARDEN, VA US|1.0|GHCND:USC00441209|METERS|-81.33639|Virginia|GHCND|USC00441209
GHCND:USC00441209_2020-06-19|2020-06-19|GHCND:USC00441209|0.39|0.0|0.0|0.0|71.0|51.0|06|20.0|935.1|1896-03-01|2020-07-06|37.0908|BURKES GARDEN, VA US|1.0|GHCND:USC00441209|METERS|-81.33639|Virginia|GHCND|USC00441209
GHCND:USC00441209_2020-06-20|2020-06-20|GHCND:USC00441209|0.02|0.0|0.0|0.0|73.0|52.0|06|21.0|935.1|1896-03-01|2020-07-06|37.0908|BURKES GARDEN, VA US|1.0|GHCND:USC00441209|METERS|-81.33639|Virginia|GHCND|USC00441209
GHCND:USC00441209_2020-06-21|2020-06-21|GHCND:USC00441209|0.0|0.0|0.0|0.0|77.0|51.0|06|26.0|935.1|1896-03-01|2020-07-06|37.0908|BURKES GARDEN, VA US|1.0|GHCND:USC00441209|METERS|-81.33639|Virginia|GHCND|USC00441209
GHCND:USC00441209_2020-06-22|2020-06-22|GHCND:USC00441209|0.0|0.0|0.0|0.0|78.0|53.0|06|25.0|935.1|1896-03-01|2020-07-06|37.0908|BURKES GARDEN, VA US|1.0|GHCND:USC00441209|METERS|-81.33639|Virginia|GHCND|USC00441209
GHCND:USC00441209_2020-06-23|2020-06-23|GHCND:USC00441209|0.0|0.0|0.0|0.0|78.0|53.0|06|25.0|935.1|1896-03-01|2020-07-06|37.0908|BURKES GARDEN, VA US|1.0|GHCND:USC00441209|METERS|-81.33639|Virginia|GHCND|USC00441209
GHCND:USC00441209_2020-06-24|2020-06-24|GHCND:USC00441209|0.25|0.0|0.0|0.0|64.0|55.0|06|9.0|935.1|1896-03-01|2020-07-06|37.0908|BURKES GARDEN, VA US|1.0|GHCND:USC00441209|METERS|-81.33639|Virginia|GHCND|USC00441209
GHCND:USC00441209_2020-06-25|2020-06-25|GHCND:USC00441209|0.0|0.0|0.0|0.0|75.0|54.0|06|21.0|935.1|1896-03-01|2020-07-06|37.0908|BURKES GARDEN, VA US|1.0|GHCND:USC00441209|METERS|-81.33639|Virginia|GHCND|USC00441209
GHCND:USC00441209_2020-06-26|2020-06-26|GHCND:USC00441209|0.0|0.0|0.0|0.0|75.0|50.0|06|25.0|935.1|1896-03-01|2020-07-06|37.0908|BURKES GARDEN, VA US|1.0|GHCND:USC00441209|METERS|-81.33639|Virginia|GHCND|USC00441209
GHCND:USC00441209_2020-06-27|2020-06-27|GHCND:USC00441209|0.0|0.0|0.0|0.0|78.0|54.0|06|24.0|935.1|1896-03-01|2020-07-06|37.0908|BURKES GARDEN, VA US|1.0|GHCND:USC00441209|METERS|-81.33639|Virginia|GHCND|USC00441209
GHCND:USC00441209_2020-06-28|2020-06-28|GHCND:USC00441209|0.12|0.0|0.0|0.0|75.0|63.0|06|12.0|935.1|1896-03-01|2020-07-06|37.0908|BURKES GARDEN, VA US|1.0|GHCND:USC00441209|METERS|-81.33639|Virginia|GHCND|USC00441209
GHCND:USC00441209_2020-06-29|2020-06-29|GHCND:USC00441209|0.85|0.0|0.0|0.0|70.0|64.0|06|6.0|935.1|1896-03-01|2020-07-06|37.0908|BURKES GARDEN, VA US|1.0|GHCND:USC00441209|METERS|-81.33639|Virginia|GHCND|USC00441209
GHCND:USC00441209_2020-06-30|2020-06-30|GHCND:USC00441209|0.0|0.0|0.0|0.0|79.0|61.0|06|18.0|935.1|1896-03-01|2020-07-06|37.0908|BURKES GARDEN, VA US|1.0|GHCND:USC00441209|METERS|-81.33639|Virginia|GHCND|USC00441209
GHCND:USC00441209_2020-07-01|2020-07-01|GHCND:USC00441209|0.23|0.0|0.0|0.0|74.0|59.0|07|15.0|935.1|1896-03-01|2020-07-06|37.0908|BURKES GARDEN, VA US|1.0|GHCND:USC00441209|METERS|-81.33639|Virginia|GHCND|USC00441209
GHCND:USC00441209_2020-07-02|2020-07-02|GHCND:USC00441209|0.9|0.0|0.0|0.0|80.0|53.0|07|27.0|935.1|1896-03-01|2020-07-06|37.0908|BURKES GARDEN, VA US|1.0|GHCND:USC00441209|METERS|-81.33639|Virginia|GHCND|USC00441209
GHCND:USC00441209_2020-07-03|2020-07-03|GHCND:USC00441209|0.0|0.0|0.0|0.0|79.0|53.0|07|26.0|935.1|1896-03-01|2020-07-06|37.0908|BURKES GARDEN, VA US|1.0|GHCND:USC00441209|METERS|-81.33639|Virginia|GHCND|USC00441209
GHCND:USC00441209_2020-07-04|2020-07-04|GHCND:USC00441209|0.0|0.0|0.0|0.0|82.0|55.0|07|27.0|935.1|1896-03-01|2020-07-06|37.0908|BURKES GARDEN, VA US|1.0|GHCND:USC00441209|METERS|-81.33639|Virginia|GHCND|USC00441209
GHCND:USC00441209_2020-07-05|2020-07-05|GHCND:USC00441209|0.0|0.0|0.0|0.0|84.0|54.0|07|30.0|935.1|1896-03-01|2020-07-06|37.0908|BURKES GARDEN, VA US|1.0|GHCND:USC00441209|METERS|-81.33639|Virginia|GHCND|USC00441209
GHCND:USC00441209_2020-07-06|2020-07-06|GHCND:USC00441209|0.69|0.0|0.0|0.0|83.0|55.0|07|28.0|935.1|1896-03-01|2020-07-06|37.0908|BURKES GARDEN, VA US|1.0|GHCND:USC00441209|METERS|-81.33639|Virginia|GHCND|USC00441209
GHCND:USC00441136_2020-01-01|2020-01-01|GHCND:USC00441136|0.0|0.0|0.0|0.0|0.0|0.0|01|0.0|176.8|1894-05-01|2020-07-06|37.5083|BUCKINGHAM, VA US|1.0|GHCND:USC00441136|METERS|-78.5333|Virginia|GHCND|USC00441136
GHCND:USC00441136_2020-01-02|2020-01-02|GHCND:USC00441136|0.0|0.0|0.0|0.0|0.0|0.0|01|0.0|176.8|1894-05-01|2020-07-06|37.5083|BUCKINGHAM, VA US|1.0|GHCND:USC00441136|METERS|-78.5333|Virginia|GHCND|USC00441136
GHCND:USC00441136_2020-01-03|2020-01-03|GHCND:USC00441136|0.22|0.0|0.0|0.0|0.0|0.0|01|0.0|176.8|1894-05-01|2020-07-06|37.5083|BUCKINGHAM, VA US|1.0|GHCND:USC00441136|METERS|-78.5333|Virginia|GHCND|USC00441136
GHCND:USC00441136_2020-01-04|2020-01-04|GHCND:USC00441136|0.17|0.0|0.0|0.0|0.0|0.0|01|0.0|176.8|1894-05-01|2020-07-06|37.5083|BUCKINGHAM, VA US|1.0|GHCND:USC00441136|METERS|-78.5333|Virginia|GHCND|USC00441136
GHCND:USC00441136_2020-01-05|2020-01-05|GHCND:USC00441136|0.0|0.0|0.0|0.0|0.0|0.0|01|0.0|176.8|1894-05-01|2020-07-06|37.5083|BUCKINGHAM, VA US|1.0|GHCND:USC00441136|METERS|-78.5333|Virginia|GHCND|USC00441136
GHCND:USC00441136_2020-01-06|2020-01-06|GHCND:USC00441136|0.0|0.0|0.0|0.0|0.0|0.0|01|0.0|176.8|1894-05-01|2020-07-06|37.5083|BUCKINGHAM, VA US|1.0|GHCND:USC00441136|METERS|-78.5333|Virginia|GHCND|USC00441136
GHCND:USC00441136_2020-01-07|2020-01-07|GHCND:USC00441136|0.0|0.0|0.0|0.0|0.0|0.0|01|0.0|176.8|1894-05-01|2020-07-06|37.5083|BUCKINGHAM, VA US|1.0|GHCND:USC00441136|METERS|-78.5333|Virginia|GHCND|USC00441136
