forecast_execution_date_ept,forecast_date,region,total_outages_mw,planned_outages_mw,maintenance_outages_mw,forced_outages_mw
3/31/2020 0:00,4/3/2020 0:00,PJM RTO,29850,20234,7727,1889
3/31/2020 0:00,4/4/2020 0:00,Western,14600,9894,3825,881
3/31/2020 0:00,4/4/2020 0:00,Mid Atlantic - Dominion,16696,11745,4003,948
3/31/2020 0:00,4/4/2020 0:00,PJM RTO,31296,21639,7828,1829
3/31/2020 0:00,4/5/2020 0:00,Western,13483,10020,2582,881
3/31/2020 0:00,4/5/2020 0:00,Mid Atlantic - Dominion,15897,11451,3498,948
3/31/2020 0:00,4/5/2020 0:00,PJM RTO,29380,21471,6080,1829
3/31/2020 0:00,4/6/2020 0:00,Western,13975,10748,2346,881
3/31/2020 0:00,4/6/2020 0:00,Mid Atlantic - Dominion,16354,11672,3734,948
3/31/2020 0:00,4/6/2020 0:00,PJM RTO,30329,22420,6080,1829
3/30/2020 0:00,3/30/2020 0:00,Mid Atlantic - Dominion,13635,8487,2870,2278
3/30/2020 0:00,3/30/2020 0:00,Western,17421,11049,2828,3544
3/30/2020 0:00,3/30/2020 0:00,PJM RTO,31056,19536,5698,5822
3/30/2020 0:00,3/31/2020 0:00,Mid Atlantic - Dominion,13693,8487,3323,1883
3/30/2020 0:00,3/31/2020 0:00,Western,15123,11368,1626,2129
3/30/2020 0:00,3/31/2020 0:00,PJM RTO,28816,19855,4949,4012
3/30/2020 0:00,4/1/2020 0:00,Mid Atlantic - Dominion,13200,8520,2980,1700
3/30/2020 0:00,4/1/2020 0:00,Western,13556,9477,2000,2079
3/30/2020 0:00,4/1/2020 0:00,PJM RTO,26756,17997,4980,3779
3/30/2020 0:00,4/2/2020 0:00,Western,12676,9467,1507,1702
3/30/2020 0:00,4/2/2020 0:00,Mid Atlantic - Dominion,12864,8622,2873,1369
3/30/2020 0:00,4/2/2020 0:00,PJM RTO,25540,18089,4380,3071
3/30/2020 0:00,4/3/2020 0:00,Western,12477,9204,1561,1712
3/30/2020 0:00,4/3/2020 0:00,Mid Atlantic - Dominion,15081,11039,2673,1369
3/30/2020 0:00,4/3/2020 0:00,PJM RTO,27558,20243,4234,3081
3/30/2020 0:00,4/4/2020 0:00,Western,12679,9849,1215,1615
3/30/2020 0:00,4/4/2020 0:00,Mid Atlantic - Dominion,15983,12319,2298,1366
3/30/2020 0:00,4/4/2020 0:00,PJM RTO,28662,22168,3513,2981
3/30/2020 0:00,4/5/2020 0:00,Western,11660,9975,934,751
3/30/2020 0:00,4/5/2020 0:00,Mid Atlantic - Dominion,15735,12025,2344,1366
3/30/2020 0:00,4/5/2020 0:00,PJM RTO,27395,22000,3278,2117
3/29/2020 0:00,3/29/2020 0:00,Mid Atlantic - Dominion,15187,9323,3103,2761
3/29/2020 0:00,3/29/2020 0:00,Western,18254,10830,4491,2933
3/29/2020 0:00,3/29/2020 0:00,PJM RTO,33441,20153,7594,5694
3/29/2020 0:00,3/30/2020 0:00,Mid Atlantic - Dominion,14401,9290,3162,1949
3/29/2020 0:00,3/30/2020 0:00,Western,16536,11448,3021,2067
3/29/2020 0:00,3/30/2020 0:00,PJM RTO,30937,20738,6183,4016
3/29/2020 0:00,3/31/2020 0:00,Mid Atlantic - Dominion,13759,8519,3324,1916
3/29/2020 0:00,3/31/2020 0:00,Western,14561,11553,1710,1298
3/29/2020 0:00,3/31/2020 0:00,PJM RTO,28320,20072,5034,3214
3/29/2020 0:00,4/1/2020 0:00,Mid Atlantic - Dominion,13199,8520,2946,1733
3/29/2020 0:00,4/1/2020 0:00,Western,14199,10826,2082,1291
3/29/2020 0:00,4/1/2020 0:00,PJM RTO,27398,19346,5028,3024
3/29/2020 0:00,4/2/2020 0:00,Western,12155,9652,1589,914
3/29/2020 0:00,4/2/2020 0:00,Mid Atlantic - Dominion,12897,8622,2873,1402
3/29/2020 0:00,4/2/2020 0:00,PJM RTO,25052,18274,4462,2316
3/29/2020 0:00,4/3/2020 0:00,Western,12001,9434,1643,924
3/29/2020 0:00,4/3/2020 0:00,Mid Atlantic - Dominion,15114,11039,2673,1402
3/29/2020 0:00,4/3/2020 0:00,PJM RTO,27115,20473,4316,2326
3/29/2020 0:00,4/4/2020 0:00,Western,12177,10079,1279,819
3/29/2020 0:00,4/4/2020 0:00,Mid Atlantic - Dominion,16016,12319,2298,1399
3/29/2020 0:00,4/4/2020 0:00,PJM RTO,28193,22398,3577,2218
3/28/2020 0:00,3/28/2020 0:00,Mid Atlantic - Dominion,14992,9483,3286,2223
3/28/2020 0:00,3/28/2020 0:00,Western,18734,10830,5108,2796
3/28/2020 0:00,3/28/2020 0:00,PJM RTO,33726,20313,8394,5019
3/28/2020 0:00,3/29/2020 0:00,Mid Atlantic - Dominion,14715,9483,3297,1935
3/28/2020 0:00,3/29/2020 0:00,Western,17543,10830,4806,1907
3/28/2020 0:00,3/29/2020 0:00,PJM RTO,32258,20313,8103,3842
3/28/2020 0:00,3/30/2020 0:00,Mid Atlantic - Dominion,14348,9290,3162,1896
3/28/2020 0:00,3/30/2020 0:00,Western,16410,11403,3102,1905
3/28/2020 0:00,3/30/2020 0:00,PJM RTO,30758,20693,6264,3801
3/28/2020 0:00,3/31/2020 0:00,Mid Atlantic - Dominion,13698,8519,3290,1889
3/28/2020 0:00,3/31/2020 0:00,Western,14043,11553,1721,769
3/28/2020 0:00,3/31/2020 0:00,PJM RTO,27741,20072,5011,2658
3/28/2020 0:00,4/1/2020 0:00,Mid Atlantic - Dominion,13172,8520,2946,1706
3/28/2020 0:00,4/1/2020 0:00,Western,13683,10826,2095,762
3/28/2020 0:00,4/1/2020 0:00,PJM RTO,26855,19346,5041,2468
3/28/2020 0:00,4/2/2020 0:00,Western,12006,9652,1602,752
3/28/2020 0:00,4/2/2020 0:00,Mid Atlantic - Dominion,12870,8622,2873,1375
3/28/2020 0:00,4/2/2020 0:00,PJM RTO,24876,18274,4475,2127
3/28/2020 0:00,4/3/2020 0:00,Western,11852,9434,1656,762
3/28/2020 0:00,4/3/2020 0:00,Mid Atlantic - Dominion,15087,11039,2673,1375
3/28/2020 0:00,4/3/2020 0:00,PJM RTO,26939,20473,4329,2137
3/27/2020 0:00,3/27/2020 0:00,Mid Atlantic - Dominion,14451,7670,3784,2997
3/27/2020 0:00,3/27/2020 0:00,Western,16653,10550,4680,1423
3/27/2020 0:00,3/27/2020 0:00,PJM RTO,31104,18220,8464,4420
3/27/2020 0:00,3/28/2020 0:00,Mid Atlantic - Dominion,14628,9452,2627,2549
3/27/2020 0:00,3/28/2020 0:00,Western,16496,10830,4458,1208
3/27/2020 0:00,3/28/2020 0:00,PJM RTO,31124,20282,7085,3757
3/27/2020 0:00,3/29/2020 0:00,Mid Atlantic - Dominion,14162,9282,2333,2547
3/27/2020 0:00,3/29/2020 0:00,Western,15911,10830,3898,1183
3/27/2020 0:00,3/29/2020 0:00,PJM RTO,30073,20112,6231,3730
3/27/2020 0:00,3/30/2020 0:00,Mid Atlantic - Dominion,14620,10230,2504,1886
3/27/2020 0:00,3/30/2020 0:00,Western,14696,11553,1962,1181
3/27/2020 0:00,3/30/2020 0:00,PJM RTO,29316,21783,4466,3067
3/27/2020 0:00,3/31/2020 0:00,Mid Atlantic - Dominion,13294,8764,2647,1883
3/27/2020 0:00,3/31/2020 0:00,Western,13605,11703,1088,814
3/27/2020 0:00,3/31/2020 0:00,PJM RTO,26899,20467,3735,2697
3/27/2020 0:00,4/1/2020 0:00,Mid Atlantic - Dominion,12715,8765,2250,1700
3/27/2020 0:00,4/1/2020 0:00,Western,13096,10976,1361,759
3/27/2020 0:00,4/1/2020 0:00,PJM RTO,25811,19741,3611,2459
3/27/2020 0:00,4/2/2020 0:00,Western,11429,9802,868,759
3/27/2020 0:00,4/2/2020 0:00,Mid Atlantic - Dominion,12563,8867,2327,1369
3/27/2020 0:00,4/2/2020 0:00,PJM RTO,23992,18669,3195,2128
3/26/2020 0:00,3/26/2020 0:00,Mid Atlantic - Dominion,14555,7762,3595,3198
3/26/2020 0:00,3/26/2020 0:00,Western,17753,10700,4485,2568
3/26/2020 0:00,3/26/2020 0:00,PJM RTO,32308,18462,8080,5766
3/26/2020 0:00,3/27/2020 0:00,Western,15552,10700,3245,1607
3/26/2020 0:00,3/27/2020 0:00,Mid Atlantic - Dominion,15865,8202,4622,3041
3/26/2020 0:00,3/27/2020 0:00,PJM RTO,31417,18902,7867,4648
3/26/2020 0:00,3/28/2020 0:00,Mid Atlantic - Dominion,15613,10093,2490,3030
3/26/2020 0:00,3/28/2020 0:00,Western,15722,10830,3367,1525
3/26/2020 0:00,3/28/2020 0:00,PJM RTO,31335,20923,5857,4555
3/26/2020 0:00,3/29/2020 0:00,Mid Atlantic - Dominion,15171,9923,2220,3028
3/26/2020 0:00,3/29/2020 0:00,Western,15895,10830,3932,1133
3/26/2020 0:00,3/29/2020 0:00,PJM RTO,31066,20753,6152,4161
3/26/2020 0:00,3/30/2020 0:00,Western,14522,11553,1836,1133
3/26/2020 0:00,3/30/2020 0:00,Mid Atlantic - Dominion,14685,10882,1921,1882
3/26/2020 0:00,3/30/2020 0:00,PJM RTO,29207,22435,3757,3015
3/26/2020 0:00,3/31/2020 0:00,Mid Atlantic - Dominion,13235,9386,1967,1882
3/26/2020 0:00,3/31/2020 0:00,Western,13424,11703,962,759
3/26/2020 0:00,3/31/2020 0:00,PJM RTO,26659,21089,2929,2641
3/26/2020 0:00,4/1/2020 0:00,Mid Atlantic - Dominion,12584,9387,1501,1696
3/26/2020 0:00,4/1/2020 0:00,Western,13009,10976,1281,752
3/26/2020 0:00,4/1/2020 0:00,PJM RTO,25593,20363,2782,2448
3/25/2020 0:00,3/25/2020 0:00,Western,15784,10036,3547,2201
3/25/2020 0:00,3/25/2020 0:00,Mid Atlantic - Dominion,15918,8575,4154,3189
3/25/2020 0:00,3/25/2020 0:00,PJM RTO,31702,18611,7701,5390
3/25/2020 0:00,3/26/2020 0:00,Mid Atlantic - Dominion,16283,8575,5233,2475
3/25/2020 0:00,3/26/2020 0:00,Western,16383,10655,3526,2202
3/25/2020 0:00,3/26/2020 0:00,PJM RTO,32666,19230,8759,4677
3/25/2020 0:00,3/27/2020 0:00,Western,15506,10655,3611,1240
3/25/2020 0:00,3/27/2020 0:00,Mid Atlantic - Dominion,16700,9000,5228,2472
3/25/2020 0:00,3/27/2020 0:00,PJM RTO,32206,19655,8839,3712
3/25/2020 0:00,3/28/2020 0:00,Western,14564,10830,2943,791
3/25/2020 0:00,3/28/2020 0:00,Mid Atlantic - Dominion,15646,10891,2308,2447
3/25/2020 0:00,3/28/2020 0:00,PJM RTO,30210,21721,5251,3238
3/25/2020 0:00,3/29/2020 0:00,Western,14746,10830,3150,766
3/25/2020 0:00,3/29/2020 0:00,Mid Atlantic - Dominion,15119,10721,1953,2445
3/25/2020 0:00,3/29/2020 0:00,PJM RTO,29865,21551,5103,3211
3/25/2020 0:00,3/30/2020 0:00,Western,13907,11637,1504,766
3/25/2020 0:00,3/30/2020 0:00,Mid Atlantic - Dominion,14999,11498,1624,1877
3/25/2020 0:00,3/30/2020 0:00,PJM RTO,28906,23135,3128,2643
3/25/2020 0:00,3/31/2020 0:00,Mid Atlantic - Dominion,13582,10035,1670,1877
3/25/2020 0:00,3/31/2020 0:00,Western,13624,11787,1074,763
3/25/2020 0:00,3/31/2020 0:00,PJM RTO,27206,21822,2744,2640
3/24/2020 0:00,3/24/2020 0:00,Mid Atlantic - Dominion,15632,9140,3635,2857
3/24/2020 0:00,3/24/2020 0:00,Western,17166,10036,4507,2623
3/24/2020 0:00,3/24/2020 0:00,PJM RTO,32798,19176,8142,5480
3/24/2020 0:00,3/25/2020 0:00,Western,15578,10036,3335,2207
3/24/2020 0:00,3/25/2020 0:00,Mid Atlantic - Dominion,15724,8575,4595,2554
3/24/2020 0:00,3/25/2020 0:00,PJM RTO,31302,18611,7930,4761
3/24/2020 0:00,3/26/2020 0:00,Mid Atlantic - Dominion,15553,8575,4439,2539
3/24/2020 0:00,3/26/2020 0:00,Western,15604,10655,2788,2161
3/24/2020 0:00,3/26/2020 0:00,PJM RTO,31157,19230,7227,4700
3/24/2020 0:00,3/27/2020 0:00,Western,14648,10655,2793,1200
3/24/2020 0:00,3/27/2020 0:00,Mid Atlantic - Dominion,16408,9000,4869,2539
3/24/2020 0:00,3/27/2020 0:00,PJM RTO,31056,19655,7662,3739
3/24/2020 0:00,3/28/2020 0:00,Western,14496,10830,2915,751
3/24/2020 0:00,3/28/2020 0:00,Mid Atlantic - Dominion,15459,10891,2036,2532
3/24/2020 0:00,3/28/2020 0:00,PJM RTO,29955,21721,4951,3283
3/24/2020 0:00,3/29/2020 0:00,Western,13441,10830,1885,726
3/24/2020 0:00,3/29/2020 0:00,Mid Atlantic - Dominion,14836,10721,1585,2530
3/24/2020 0:00,3/29/2020 0:00,PJM RTO,28277,21551,3470,3256
3/24/2020 0:00,3/30/2020 0:00,Western,13122,11637,759,726
3/24/2020 0:00,3/30/2020 0:00,Mid Atlantic - Dominion,14362,11498,1480,1384
3/24/2020 0:00,3/30/2020 0:00,PJM RTO,27484,23135,2239,2110
3/23/2020 0:00,3/23/2020 0:00,Mid Atlantic - Dominion,16957,9929,4035,2993
3/23/2020 0:00,3/23/2020 0:00,Western,17703,10036,5945,1722
3/23/2020 0:00,3/23/2020 0:00,PJM RTO,34660,19965,9980,4715
3/23/2020 0:00,3/24/2020 0:00,Western,14632,10036,3707,889
3/23/2020 0:00,3/24/2020 0:00,Mid Atlantic - Dominion,16733,9364,4747,2622
3/23/2020 0:00,3/24/2020 0:00,PJM RTO,31365,19400,8454,3511
3/23/2020 0:00,3/25/2020 0:00,Western,13611,10036,2786,789
3/23/2020 0:00,3/25/2020 0:00,Mid Atlantic - Dominion,16734,9364,4753,2617
3/23/2020 0:00,3/25/2020 0:00,PJM RTO,30345,19400,7539,3406
3/23/2020 0:00,3/26/2020 0:00,Western,13606,10655,2228,723
3/23/2020 0:00,3/26/2020 0:00,Mid Atlantic - Dominion,16466,9364,4491,2611
3/23/2020 0:00,3/26/2020 0:00,PJM RTO,30072,20019,6719,3334
3/23/2020 0:00,3/27/2020 0:00,Western,13813,10655,2435,723
3/23/2020 0:00,3/27/2020 0:00,Mid Atlantic - Dominion,17632,9789,5232,2611
3/23/2020 0:00,3/27/2020 0:00,PJM RTO,31445,20444,7667,3334
3/23/2020 0:00,3/28/2020 0:00,Western,14320,11342,2263,715
3/23/2020 0:00,3/28/2020 0:00,Mid Atlantic - Dominion,15038,10880,1548,2610
3/23/2020 0:00,3/28/2020 0:00,PJM RTO,29358,22222,3811,3325
3/23/2020 0:00,3/29/2020 0:00,Western,13723,11342,1666,715
3/23/2020 0:00,3/29/2020 0:00,Mid Atlantic - Dominion,15133,10710,1815,2608
3/23/2020 0:00,3/29/2020 0:00,PJM RTO,28856,22052,3481,3323
3/22/2020 0:00,3/22/2020 0:00,Mid Atlantic - Dominion,15523,9172,3453,2898
3/22/2020 0:00,3/22/2020 0:00,Western,15890,10101,4099,1690
3/22/2020 0:00,3/22/2020 0:00,PJM RTO,31413,19273,7552,4588
3/22/2020 0:00,3/23/2020 0:00,Western,17653,10101,5947,1605
3/22/2020 0:00,3/23/2020 0:00,Mid Atlantic - Dominion,17775,9969,4971,2835
3/22/2020 0:00,3/23/2020 0:00,PJM RTO,35428,20070,10918,4440
3/22/2020 0:00,3/24/2020 0:00,Western,14731,10101,3831,799
3/22/2020 0:00,3/24/2020 0:00,Mid Atlantic - Dominion,16742,9404,4713,2625
3/22/2020 0:00,3/24/2020 0:00,PJM RTO,31473,19505,8544,3424
3/22/2020 0:00,3/25/2020 0:00,Western,13810,10101,2910,799
3/22/2020 0:00,3/25/2020 0:00,Mid Atlantic - Dominion,16777,9404,4753,2620
3/22/2020 0:00,3/25/2020 0:00,PJM RTO,30587,19505,7663,3419
3/22/2020 0:00,3/26/2020 0:00,Western,13871,10720,2352,799
3/22/2020 0:00,3/26/2020 0:00,Mid Atlantic - Dominion,16237,9404,4219,2614
3/22/2020 0:00,3/26/2020 0:00,PJM RTO,30108,20124,6571,3413
3/22/2020 0:00,3/27/2020 0:00,Western,14078,10720,2559,799
3/22/2020 0:00,3/27/2020 0:00,Mid Atlantic - Dominion,17403,9829,4960,2614
3/22/2020 0:00,3/27/2020 0:00,PJM RTO,31481,20549,7519,3413
3/22/2020 0:00,3/28/2020 0:00,Western,14511,11407,2387,717
3/22/2020 0:00,3/28/2020 0:00,Mid Atlantic - Dominion,15081,10920,1548,2613
3/22/2020 0:00,3/28/2020 0:00,PJM RTO,29592,22327,3935,3330
3/21/2020 0:00,3/21/2020 0:00,Western,17700,9996,5911,1793
3/21/2020 0:00,3/21/2020 0:00,Mid Atlantic - Dominion,17851,10437,4257,3157
3/21/2020 0:00,3/21/2020 0:00,PJM RTO,35551,20433,10168,4950
3/21/2020 0:00,3/22/2020 0:00,Western,16279,10101,4421,1757
3/21/2020 0:00,3/22/2020 0:00,Mid Atlantic - Dominion,18176,10592,4513,3071
3/21/2020 0:00,3/22/2020 0:00,PJM RTO,34455,20693,8934,4828
3/21/2020 0:00,3/23/2020 0:00,Western,17452,10101,5833,1518
3/21/2020 0:00,3/23/2020 0:00,Mid Atlantic - Dominion,19169,11389,4716,3064
3/21/2020 0:00,3/23/2020 0:00,PJM RTO,36621,21490,10549,4582
3/21/2020 0:00,3/24/2020 0:00,Western,14615,10101,3802,712
3/21/2020 0:00,3/24/2020 0:00,Mid Atlantic - Dominion,17503,10780,4494,2229
3/21/2020 0:00,3/24/2020 0:00,PJM RTO,32118,20881,8296,2941
3/21/2020 0:00,3/25/2020 0:00,Western,13694,10101,2881,712
3/21/2020 0:00,3/25/2020 0:00,Mid Atlantic - Dominion,16962,10780,3958,2224
3/21/2020 0:00,3/25/2020 0:00,PJM RTO,30656,20881,6839,2936
3/21/2020 0:00,3/26/2020 0:00,Western,13755,10720,2323,712
3/21/2020 0:00,3/26/2020 0:00,Mid Atlantic - Dominion,16610,10780,3612,2218
3/21/2020 0:00,3/26/2020 0:00,PJM RTO,30365,21500,5935,2930
3/21/2020 0:00,3/27/2020 0:00,Western,13962,10720,2530,712
3/21/2020 0:00,3/27/2020 0:00,Mid Atlantic - Dominion,17691,11205,4353,2133
3/21/2020 0:00,3/27/2020 0:00,PJM RTO,31653,21925,6883,2845
3/20/2020 0:00,3/20/2020 0:00,Mid Atlantic - Dominion,17293,8817,4899,3577
3/20/2020 0:00,3/20/2020 0:00,Western,18695,9623,8114,958
3/20/2020 0:00,3/20/2020 0:00,PJM RTO,35988,18440,13013,4535
3/20/2020 0:00,3/21/2020 0:00,Western,15562,10330,4410,822
3/20/2020 0:00,3/21/2020 0:00,Mid Atlantic - Dominion,17454,10807,4495,2152
3/20/2020 0:00,3/21/2020 0:00,PJM RTO,33016,21137,8905,2974
3/20/2020 0:00,3/22/2020 0:00,Western,16259,10435,5007,817
3/20/2020 0:00,3/22/2020 0:00,Mid Atlantic - Dominion,16761,10653,3986,2122
3/20/2020 0:00,3/22/2020 0:00,PJM RTO,33020,21088,8993,2939
3/20/2020 0:00,3/23/2020 0:00,Western,15815,10435,4565,815
3/20/2020 0:00,3/23/2020 0:00,Mid Atlantic - Dominion,17589,11450,4017,2122
3/20/2020 0:00,3/23/2020 0:00,PJM RTO,33404,21885,8582,2937
3/20/2020 0:00,3/24/2020 0:00,Western,14983,10435,3763,785
3/20/2020 0:00,3/24/2020 0:00,Mid Atlantic - Dominion,16887,10841,3952,2094
3/20/2020 0:00,3/24/2020 0:00,PJM RTO,31870,21276,7715,2879
3/20/2020 0:00,3/25/2020 0:00,Western,14055,10435,2848,772
3/20/2020 0:00,3/25/2020 0:00,Mid Atlantic - Dominion,16336,10841,3401,2094
3/20/2020 0:00,3/25/2020 0:00,PJM RTO,30391,21276,6249,2866
3/20/2020 0:00,3/26/2020 0:00,Western,14010,11054,2184,772
3/20/2020 0:00,3/26/2020 0:00,Mid Atlantic - Dominion,15950,10780,3076,2094
3/20/2020 0:00,3/26/2020 0:00,PJM RTO,29960,21834,5260,2866
3/19/2020 0:00,3/19/2020 0:00,Western,16435,9813,4824,1798
3/19/2020 0:00,3/19/2020 0:00,Mid Atlantic - Dominion,17038,8864,5737,2437
3/19/2020 0:00,3/19/2020 0:00,PJM RTO,33473,18677,10561,4235
3/19/2020 0:00,3/20/2020 0:00,Mid Atlantic - Dominion,16457,8817,5427,2213
3/19/2020 0:00,3/20/2020 0:00,Western,18393,9813,7363,1217
3/19/2020 0:00,3/20/2020 0:00,PJM RTO,34850,18630,12790,3430
3/19/2020 0:00,3/21/2020 0:00,Western,14918,10330,3774,814
3/19/2020 0:00,3/21/2020 0:00,Mid Atlantic - Dominion,16602,10655,3923,2024
3/19/2020 0:00,3/21/2020 0:00,PJM RTO,31520,20985,7697,2838
3/19/2020 0:00,3/22/2020 0:00,Western,15461,10435,4227,799
3/19/2020 0:00,3/22/2020 0:00,Mid Atlantic - Dominion,15742,10501,3244,1997
3/19/2020 0:00,3/22/2020 0:00,PJM RTO,31203,20936,7471,2796
3/19/2020 0:00,3/23/2020 0:00,Western,14492,10435,3260,797
3/19/2020 0:00,3/23/2020 0:00,Mid Atlantic - Dominion,16711,11406,3308,1997
3/19/2020 0:00,3/23/2020 0:00,PJM RTO,31203,21841,6568,2794
3/19/2020 0:00,3/24/2020 0:00,Western,13493,10435,2291,767
3/19/2020 0:00,3/24/2020 0:00,Mid Atlantic - Dominion,16094,10841,3256,1997
3/19/2020 0:00,3/24/2020 0:00,PJM RTO,29587,21276,5547,2764
3/19/2020 0:00,3/25/2020 0:00,Western,12578,10435,1376,767
3/19/2020 0:00,3/25/2020 0:00,Mid Atlantic - Dominion,16212,10841,3374,1997
3/19/2020 0:00,3/25/2020 0:00,PJM RTO,28790,21276,4750,2764
3/18/2020 0:00,3/18/2020 0:00,Western,17732,10154,5663,1915
3/18/2020 0:00,3/18/2020 0:00,Mid Atlantic - Dominion,18755,8633,6911,3211
3/18/2020 0:00,3/18/2020 0:00,PJM RTO,36487,18787,12574,5126
3/18/2020 0:00,3/19/2020 0:00,Western,16844,10154,4818,1872
3/18/2020 0:00,3/19/2020 0:00,Mid Atlantic - Dominion,18343,8864,7049,2430
3/18/2020 0:00,3/19/2020 0:00,PJM RTO,35187,19018,11867,4302
3/18/2020 0:00,3/20/2020 0:00,Mid Atlantic - Dominion,18314,8817,7100,2397
3/18/2020 0:00,3/20/2020 0:00,Western,19558,10154,8186,1218
3/18/2020 0:00,3/20/2020 0:00,PJM RTO,37872,18971,15286,3615
3/18/2020 0:00,3/21/2020 0:00,Mid Atlantic - Dominion,16650,10655,3994,2001
3/18/2020 0:00,3/21/2020 0:00,Western,16795,11471,4505,819
3/18/2020 0:00,3/21/2020 0:00,PJM RTO,33445,22126,8499,2820
3/18/2020 0:00,3/22/2020 0:00,Mid Atlantic - Dominion,15817,10501,3315,2001
3/18/2020 0:00,3/22/2020 0:00,Western,16087,11576,3692,819
3/18/2020 0:00,3/22/2020 0:00,PJM RTO,31904,22077,7007,2820
3/18/2020 0:00,3/23/2020 0:00,Western,15207,11576,2812,819
3/18/2020 0:00,3/23/2020 0:00,Mid Atlantic - Dominion,16852,11534,3317,2001
3/18/2020 0:00,3/23/2020 0:00,PJM RTO,32059,23110,6129,2820
3/18/2020 0:00,3/24/2020 0:00,Western,14827,11576,2462,789
3/18/2020 0:00,3/24/2020 0:00,Mid Atlantic - Dominion,16235,10969,3265,2001
3/18/2020 0:00,3/24/2020 0:00,PJM RTO,31062,22545,5727,2790
3/17/2020 0:00,3/17/2020 0:00,Mid Atlantic - Dominion,17609,8739,5938,2932
3/17/2020 0:00,3/17/2020 0:00,Western,18017,10762,4742,2513
3/17/2020 0:00,3/17/2020 0:00,PJM RTO,35626,19501,10680,5445
3/17/2020 0:00,3/18/2020 0:00,Western,17666,10154,5394,2118
3/17/2020 0:00,3/18/2020 0:00,Mid Atlantic - Dominion,18408,8813,7029,2566
3/17/2020 0:00,3/18/2020 0:00,PJM RTO,36074,18967,12423,4684
3/17/2020 0:00,3/19/2020 0:00,Mid Atlantic - Dominion,16015,9044,4610,2361
3/17/2020 0:00,3/19/2020 0:00,Western,16708,10154,4479,2075
3/17/2020 0:00,3/19/2020 0:00,PJM RTO,32723,19198,9089,4436
3/17/2020 0:00,3/20/2020 0:00,Western,19113,10154,7770,1189
3/17/2020 0:00,3/20/2020 0:00,Mid Atlantic - Dominion,19943,8942,8640,2361
3/17/2020 0:00,3/20/2020 0:00,PJM RTO,39056,19096,16410,3550
3/17/2020 0:00,3/21/2020 0:00,Western,16570,11471,4309,790
3/17/2020 0:00,3/21/2020 0:00,Mid Atlantic - Dominion,16650,10655,3994,2001
3/17/2020 0:00,3/21/2020 0:00,PJM RTO,33220,22126,8303,2791
3/17/2020 0:00,3/22/2020 0:00,Mid Atlantic - Dominion,15817,10501,3315,2001
3/17/2020 0:00,3/22/2020 0:00,Western,15862,11576,3496,790
3/17/2020 0:00,3/22/2020 0:00,PJM RTO,31679,22077,6811,2791
3/17/2020 0:00,3/23/2020 0:00,Western,15174,11576,2808,790
3/17/2020 0:00,3/23/2020 0:00,Mid Atlantic - Dominion,16852,11534,3317,2001
3/17/2020 0:00,3/23/2020 0:00,PJM RTO,32026,23110,6125,2791
3/16/2020 0:00,3/16/2020 0:00,Western,17023,10953,4262,1808
3/16/2020 0:00,3/16/2020 0:00,Mid Atlantic - Dominion,17155,8739,5658,2758
3/16/2020 0:00,3/16/2020 0:00,PJM RTO,34178,19692,9920,4566
3/16/2020 0:00,3/17/2020 0:00,Western,16782,10953,4690,1139
3/16/2020 0:00,3/17/2020 0:00,Mid Atlantic - Dominion,18060,8572,6859,2629
3/16/2020 0:00,3/17/2020 0:00,PJM RTO,34842,19525,11549,3768
3/16/2020 0:00,3/18/2020 0:00,Western,15931,10345,4463,1123
3/16/2020 0:00,3/18/2020 0:00,Mid Atlantic - Dominion,18117,8813,6973,2331
3/16/2020 0:00,3/18/2020 0:00,PJM RTO,34048,19158,11436,3454
3/16/2020 0:00,3/19/2020 0:00,Western,15134,10345,3810,979
3/16/2020 0:00,3/19/2020 0:00,Mid Atlantic - Dominion,15414,9044,4244,2126
3/16/2020 0:00,3/19/2020 0:00,PJM RTO,30548,19389,8054,3105
3/16/2020 0:00,3/20/2020 0:00,Mid Atlantic - Dominion,15306,8942,4238,2126
3/16/2020 0:00,3/20/2020 0:00,Western,18191,10345,7101,745
3/16/2020 0:00,3/20/2020 0:00,PJM RTO,33497,19287,11339,2871
3/16/2020 0:00,3/21/2020 0:00,Western,15459,11662,3065,732
3/16/2020 0:00,3/21/2020 0:00,Mid Atlantic - Dominion,15819,10655,3161,2003
3/16/2020 0:00,3/21/2020 0:00,PJM RTO,31278,22317,6226,2735
3/16/2020 0:00,3/22/2020 0:00,Mid Atlantic - Dominion,15563,10501,3059,2003
3/16/2020 0:00,3/22/2020 0:00,Western,16090,12631,2727,732
3/16/2020 0:00,3/22/2020 0:00,PJM RTO,31653,23132,5786,2735
3/15/2020 0:00,3/15/2020 0:00,Mid Atlantic - Dominion,16073,7685,4823,3565
3/15/2020 0:00,3/15/2020 0:00,Western,16689,10244,4872,1573
3/15/2020 0:00,3/15/2020 0:00,PJM RTO,32762,17929,9695,5138
3/15/2020 0:00,3/16/2020 0:00,Western,16509,10953,3983,1573
3/15/2020 0:00,3/16/2020 0:00,Mid Atlantic - Dominion,18732,8572,6851,3309
3/15/2020 0:00,3/16/2020 0:00,PJM RTO,35241,19525,10834,4882
3/15/2020 0:00,3/17/2020 0:00,Western,16586,10953,4549,1084
3/15/2020 0:00,3/17/2020 0:00,Mid Atlantic - Dominion,18567,8572,7011,2984
